"sno","sna","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","bemp","act"
"1515","大觀路二段19巷","30","12","板橋區","20200418151330","25.002560","121.450790","大觀路二段19巷115號(旁)","Banqiao Dist.","Ln. 19, Sec. 2, Daguan Rd.","No.115, Ln. 19, Sec. 2, Daguan Rd., Banqiao Dist.","18","1"
"1516","成泰路一段(中油)","26","8","五股區","20200418151235","25.078430","121.435650","成泰路一段194號(對面)","Wugu Dist.","Sec. 1, Chengtai Rd. (CPC)","No.194, Sec. 1, Chengtai Rd., Wugu Dist.","18","1"
"1517","清和里(青雲路)","32","13","土城區","20200418151330","24.975120","121.458740","青雲路449號(對面)","Tucheng Dist.","Qinghe Village(Qingyun Rd.)","No.449, Qingyun Rd., Tucheng Dist.(opposite)","18","1"
"1601","輕軌濱海沙崙站","30","3","淡水區","20200418151329","25.189950","121.430600","沙崙路一段/濱海路二段(東南側人行道)","Tamsui Dist.","LRT Binhai Shalun Station","Sec. 1, Shalun Rd./Sec. 2, Binhai Rd., Tamsui Dist.","26","1"
"1602","輕軌淡海新市鎮站","30","11","淡水區","20200418151340","25.196230","121.432860","沙崙路二段/新市三路二段口(東北側人行道)","Tamsui Dist.","LRT Danhai New Town Station","Sec. 2, Shalun Rd./Sec. 2, Xinshi 3rd Rd., Tamsui Dist.","19","1"
"1603","輕軌崁頂站","30","1","淡水區","20200418151320","25.201250","121.435020","沙崙路二段/新市六路二段(東南側人行道)","Tamsui Dist.","LRT Kanding Station","Sec. 2, Shalun Rd./Sec. 2, Xinshi 6th Rd., Tamsui Dist.","29","1"
"1604","輕軌淡江大學站","40","11","淡水區","20200418151334","25.176530","121.456130","淡金路二段399號(前人行道)","Tamsui Dist.","LRT Tamkang University Station","No.399, Sec. 2, Danjin Rd., Tamsui Dist.","29","1"
"1605","輕軌新市一路站","34","0","淡水區","20200418151319","25.183450","121.448370","新市一路三段151號(旁人行道)","Tamsui Dist.","LRT Xinshi 1st Rd. Station","No.151, Sec. 3, Xinshi 1st Rd., Tamsui Dist.","34","1"
"1607","四川忠孝路口","34","22","板橋區","20200418151335","25.001490","121.459240","四川路一段244號(對面)","Banqiao Dist.","Sichuan & Zhongxiao Intersection","No.244, Sec. 1, Sichuan Rd., Banqiao Dist.(opposite)","12","1"
"1608","陸光國宅","30","15","五股區","20200418151331","25.088810","121.430790","民義路1段/民義路1段183巷口","Wugu Dist.","Luguan Public Housing Complex","Sec. 1, Minyi Rd./Ln. 183, Sec. 1, Minyi Rd., Wugu Dist.","15","1"
"1609","仁化文新路口","36","27","板橋區","20200418151328","25.034630","121.479190","仁化街/文新路口(西北側人行道)","Banqiao Dist.","Renhua & Wenhua Intersection","Renhua St./Wenxin Rd., Banqiao Dist.","9","1"
"1610","中山新興街口","40","12","樹林區","20200418151322","24.974990","121.400230","中山路三段/新興街口(西北側人行道)","Shulin Dist.","Zhongshan & Xinxing Intersection","No.87, Sec. 3, Zhongshan Rd., Shulin Dist.","27","1"
"1611","信義公園市民活動中心","34","14","板橋區","20200418151340","24.991700","121.457500","信義路150巷43號(前)","Banqiao Dist.","Xinyi Park Civic Activity Center","No.43, Ln. 150, Xinyi Rd., Tucheng Dist.","20","1"
"1612","文中小停車場","40","18","三重區","20200418151336","25.058990","121.482550","名源街54號(對面)","Sanchong Dist.","Wenzhongxiao Parking Lot","No.54, Mingyuan St., Sanchong Dist.(opposite)","22","1"
"1613","安康高中","50","19","新店區","20200418151318","24.968860","121.515050","安興路 25 號(前)","Xindian Dist.","An Kang High School","No.25, Anxing Rd., Xindian Dist.","30","1"
"1614","中正路284巷","28","1","新店區","20200418151321","24.974700","121.538420","中正路284巷2號(對面)","Xindian Dist.","Ln. 284, Zhongzheng Rd.","No.2, Ln. 284, Zhongzheng Rd., Xindian Dist.(opposite)","27","1"
"1615","御史路1巷","30","1","五股區","20200418151337","25.090440","121.441920","御史路1巷5號(旁)","Wugu Dist.","Ln. 1, Yushi Rd.","No.5, Ln. 1, Yushi Rd., Wugu Dist.","29","1"
"1616","新市二路二段","30","7","淡水區","20200418151344","25.195240","121.427930","新市二路二段98號(前)","Tamsui Dist.","Sec. 2, Xinshi 2nd Rd.","No.98, Sec. 2, Xinshi 2nd Rd., Tamsui Dist.","23","1"
"1617","光明街","28","12","新店區","20200418151338","24.963160","121.540090","光明街185號(對面)","Xindian Dist.","Guangming St.","No.185, Guangming St., Xindian Dist.(opposite)","16","1"
"1618","環河西路三段(日安社區)","32","19","中和區","20200418151327","25.007740","121.493210","環河西路三段66號(旁)","Zhonghe Dist.","Sec. 3, Huanhe W. Rd. (Rian Community)","No.66, Sec. 3, Huanhe W. Rd., Zhonghe Dist.","13","1"
"1619","民生中山路口","30","17","板橋區","20200418151331","25.016060","121.473460","民生路二段8-1號(前)","Banqiao Dist.","Minsheng & Zhongshan Intersection","No. 8-1, Sec. 2, Minsheng Rd., Banqiao Dist.","13","1"
"1620","重慶國小","30","7","板橋區","20200418151331","24.993730","121.462530","廣和街35號(對面)","Banqiao Dist.","Chongqing Elementary School","No.35, Guanghe St., Banqiao Dist.(opposite)","23","1"
"1621","板橋真武廟","34","21","板橋區","20200418151319","25.020460","121.485940","光復街202巷6-1號(前)","Banqiao Dist.","Banqiao Zenwu Temple","No.6-1, Ln. 202, Guangfu St., Banqiao Dist.","13","1"
"1622","鶯歌國民運動中心","36","4","鶯歌區","20200418151327","24.951340","121.357750","館前路250號(前)","Yingge Dist.","Yingge Civil Sports Center","No.250, Guanqian Rd., Yingge Dist.","32","1"
"1623","南雅公園","40","14","板橋區","20200418151335","25.003870","121.455160","南雅南路二段1-1號(旁)","Banqiao Dist.","Nanya Park","No. 1-1, Sec. 2, Nanya S. Rd., Banqiao Dist.","24","1"
"1624","中正民權路口","60","39","新店區","20200418151338","24.982630","121.533600","中正路489號(旁)","Xindian Dist.","Zhongzheng & Minquan Intersection","No. 489, Zhongzheng Rd., Xindian Dist.","21","1"
"1625","捷運新埔站(1號出口)","60","41","板橋區","20200418151316","25.023500","121.467450","民生路三段11號(前)","Banqiao Dist.","MRT Xinpu Sta.(Exit.1)","No. 11, Sec. 3, Minsheng Rd., Banqiao Dist.","18","1"
"1626","中原東街(左岸牡丹園)","38","3","中和區","20200418151344","25.012900","121.485920","中原東街/中原二街(東北側人行道)","Zhonghe Dist.","Zhongyuan E. St. (Left Shore Peony Park)","Zhongyuan E. St./Zhongyuan 2nd St., Zhonghe Dist.","35","1"
"1627","土城仁愛社區公園","34","6","土城區","20200418151329","24.980390","121.460620","仁愛路17巷2號(對面)","Tucheng Dist.","Tucheng Renai Park","No. 2, Ln. 17, Ren’ai Rd., Tucheng Dist.(opposite)","28","1"
"1628","五峰國中","34","8","新店區","20200418151335","24.965910","121.543230","行政街20號旁","Xindian Dist.","Wufeng Junior High School","No. 20, Xingzheng St., Xindian Dist.","25","1"
"1629","大崁國小","36","12","八里區","20200418151324","25.160640","121.419380","忠八街2號(前)","Bali Dist.","DaKan Elementary School","No. 2, Zhong 8th St., Bali Dist.","24","1"
"1630","東海高中","40","4","三重區","20200418151317","25.064840","121.479420","忠孝路三段93巷6號(對面)","Sanchong Dist.","Tung Hai Senior High School","No. 6, Ln. 93, Sec. 3, Zhongxiao Rd., Sanchong Dist.(opposite)","36","1"
"1631","中山1號科技總部","42","6","土城區","20200418151318","24.960450","121.412120","中山路1號(前)","Tucheng Dist.","Zhongshan No. 1 Technology Headquarters","No. 1, Zhongshan Rd., Tucheng Dist.","36","1"
"1632","中平國中","40","5","新莊區","20200418151321","25.054260","121.444070","中平路385號(旁)","Xinzhuang Dist.","JhongPing Junior High School","No. 385, Zhongping Rd., Xinzhuang Dist.","34","1"
"1633","仁愛街70巷口","32","0","蘆洲區","20200418151339","25.093980","121.471260","仁愛街95號(對面)","Luzhou Dist.","Ln. 70, Ren’ai St.","No. 95, Ren’ai St., Luzhou Dist.(opposite)","32","1"
"1634","中印青潭廠","26","7","新店區","20200418151343","24.954460","121.559470","北宜路二段399號(旁)","Xindian Dist.","CEPP Qingtan Factory","No. 399, Sec. 2, Beiyi Rd., Xindian Dist.","19","1"
"1635","淡江大學(水源街)","62","0","淡水區","20200418151337","25.174570","121.452360","水源街二段104號(對面)","Tamsui Dist.","Tamkang University (Shuiyuan St.)","No. 104, Sec. 2, Shuiyuan St., Tamsui Dist.(opposite)","61","1"
"1636","健華新城社區","52","16","板橋區","20200418151315","25.019270","121.465300","文化路一段309-6號(前)","Banqiao Dist.","Jianhua New Village","No. 309-1, Sec. 1, Wenhua Rd., Banqiao Dist.","36","1"
"1637","美麗新淡海影城","32","20","淡水區","20200418151322","25.197830","121.438780","新市五路三段/義山路二段(西北側人行道)","Tamsui Dist.","Miranew Dan-Hai Cinema","Sec. 3, Xinshi 5th Rd./Sec. 2, Yishan Rd., Tamsui Dist.","12","1"
"1638","寶橋路235巷口","36","26","新店區","20200418151342","24.979550","121.552340","寶橋路235巷2號(旁)","Xindian Dist.","Ln. 235, Baoqiao Rd.","No. 2, Ln. 235, Baoqiao Rd., Xindian Dist.","10","1"
"1639","安康立體停車場","40","8","新店區","20200418151343","24.962610","121.512670","安德街2號(前)","Xindian Dist.","An Kang Parking Lot","No. 2, Ande St., Xindian Dist.","32","1"
"1640","全球傳動科技公司","38","19","樹林區","20200418151338","25.008010","121.414810","三多路123號(前)","Shulin Dist.","TBI MOTION Technology Company","No. 123, Sanduo Rd., Shulin Dist.","18","1"
"1641","興南路二段34巷口","32","3","中和區","20200418151318","24.985390","121.507010","興南路二段34巷1號(對面)","Zhonghe Dist.","Ln. 34, Sec. 2, Xingnan Rd.","No. 1, Ln. 34, Sec. 2, Xingnan Rd., Zhonghe Dist.(opposite)","28","1"
"1642","復興民生街口","38","12","三峽區","20200418151330","24.937010","121.373240","復興路45號(前)","Sanxia Dist.","Fuxing & Minsheng St. Intersection","No. 45, Fuxing Rd., Sanxia Dist.","26","1"
"1643","環河西大漢街口","40","1","板橋區","20200418151329","25.031830","121.461200","環河西路四段/大漢街(西南側)","Banqiao Dist.","Huanhe W. & Dahan Intersection","Sec. 4, Huanhe W. Rd./Dahan St., Banqiao Dist.","37","1"
"1644","十三行博物館","46","0","八里區","20200418151326","25.156970","121.405880","博物館路183號(對面)","Bali Dist.","Shihsanhang Museum of Archaeology","No. 183, Museum Rd., Bali Dist.(opposite)","46","1"
"1645","莒光國小","30","4","板橋區","20200418151323","25.025650","121.474650","雙十路2段47巷8弄6號(對面)","Banqiao Dist.","Juguang Elementary School","No. 6, Aly. 8, Ln. 47, Sec. 2, Shuangshi Rd., Banqiao Dist.(opposite)","26","1"
"1646","林口郵局","38","17","林口區","20200418151320","25.066670","121.364530","文化二路一段8號(前)","Linkou Dist.","Linkou Post Office","No. 8, Sec. 1, Wenhua 1st Rd., Linkou Dist.","21","1"
"1647","竹林山觀音寺","34","26","林口區","20200418151341","25.084520","121.389830","竹林路/竹林路421巷口","Linkou Dist.","Zhulinshan Guanyin Temple","Zhulin Rd./Ln. 421, Zhulin Rd., Linkou Dist.","8","1"
"1648","青潭河濱公園","30","5","新店區","20200418151334","24.950910","121.547400","新烏路一段11弄11號(對面)","Xindian Dist.","Qingtan Riverside Park","No. 11, Aly. 11, Sec. 1, Xinwu Rd., Xindian Dist.(opposite)","25","1"
"1649","捷運中和站","36","7","中和區","20200418151331","25.002210","121.495870","中山路2段291號(前)","Zhonghe Dist.","MRT Zhonghe Station","No. 291, Sec. 2, Zhongshan Rd., Zhonghe Dist.","29","1"
"1651","捷運秀朗橋站","42","15","中和區","20200418151344","24.990390","121.525490","景平路2號(前)","Zhonghe Dist.","MRT Xiulang Bridge Station","No. 2, Jingping Rd., Zhonghe Dist.","27","1"
"1652","板橋中山公園","30","8","板橋區","20200418151321","25.023360","121.471090","莊敬路134號(對面)","Banqiao Dist.","Banqiao Zhongshan Park","No. 134, Zhuangjing Rd., Banqiao Dist.(opposite)","22","1"
"1653","民有公園","40","28","中和區","20200418151329","25.008680","121.474750","中山路3段118-6號(對面)","Zhonghe Dist.","Minyou Park","No. 118-6, Sec. 3, Zhongshan Rd., Zhonghe Dist.(opposite)","12","1"
"1654","仁愛街112巷","40","14","三重區","20200418151326","25.074860","121.494880","仁愛街112巷7號(對面)","Sanchong Dist.","Ln. 112, Renhua St.","No. 7, Ln. 112, Ren’ai St., Sanchong Dist.","26","1"
"1655","華新街109巷11弄","50","8","中和區","20200418151331","24.979960","121.508730","華新街109巷11弄(機車格)","Zhonghe Dist.","Aly. 11, Ln. 109, Huaxin St.","Aly. 11, Ln. 109, Huaxin St., Zhonghe Dist.","42","1"
"1656","康寧街307巷","40","10","汐止區","20200418151344","25.068090","121.626970","明峰街281號(對面)","Xizhi Dist.","Ln. 307, Kangning St.","No. 281, Mingfeng St., Xizhi Dist.(opposite)","30","1"
"1657","中興橋(環河南路254巷口)","40","1","三重區","20200418151317","25.050520","121.491380","環河南路253號(對面中興橋下)","Sanchong Dist.","Zhongxing Bridge(Ln. 254, Huanhe S. Rd.)","No. 253, Huanhe S. Rd., Sanchong Dist.","39","1"
"1658","新林國小","40","14","林口區","20200418151344","25.070160","121.359950","三民街101號(忠孝三路側人行道)","Linkou Dist.","Xinlin Elementary School","No. 101, Sanmin Rd., Linkou Dist.","26","1"
"1659","滬尾藝文休閒園區","26","7","淡水區","20200418151323","25.175940","121.428510","中正路1段/中正路1段6巷口","Tamsui Dist.","Hobe Art Park","Sec. 1, Zhongzheng Rd./Ln. 6, Sec. 1, Zhongzheng Rd., Tamsui Dist.","18","1"
"1660","康福公園","28","14","汐止區","20200418151334","25.068940","121.637480","福德一路86巷23號(旁)","Xizhi Dist.","Kangfu Park","No. 86, Fude 1st Rd., Xizhi Dist.","14","1"
"1661","新市二路四段","28","12","淡水區","20200418151331","25.192540","121.441850","新市二路四段58號(前)","Tamsui Dist.","Sec. 4, Xinshi 2nd Rd.","No. 58, Sec. 4, Xinshi 2nd Rd., Tamsui Dist.","16","1"
"1662","義山新市一路口","30","20","淡水區","20200418151337","25.186230","121.437360","新市一路一段371號(義山路側)","Tamsui Dist.","Yishan & Sec. 1, Xinshi 1st Intersection","No. 371, Sec. 1, Xinshi 1st Rd., Tamsui Dist.","10","1"
"1663","中信國小","40","17","新莊區","20200418151323","25.055720","121.449570","榮華路二段/中富街口(西北側人行道)","Xinzhuang Dist.","Zhongxin Elementary School","Sec. 2, Ronghua Rd./Zhongfu St., Xinzhuang Dist.","23","1"
"1664","捷運板新站","82","45","板橋區","20200418151318","25.014090","121.471240","板新路117巷7號(後方廣場)","Banqiao Dist.","MRT Banxin Station","No. 7, Ln. 117, Banxin Rd., Banqiao Dist.","37","1"
"1665","三抱竹","34","20","板橋區","20200418151328","24.998640","121.441390","大觀路二段162號(對面橋下機車格)","Banqiao Dist.","Sanbaozhu","No. 162, Sec. 2, Daguan Rd., Banqiao Dist.(opposite)","14","1"
"1667","慈愛公園","30","12","三重區","20200418151332","25.081190","121.484610","仁愛街584號旁公園人行道","Sanchong Dist.","Ci'ai Park","No. 584, Ren’ai St., Sanchong Dist.","18","1"
"1668","汐止火車站停車場","100","55","汐止區","20200418151329","25.067950","121.661680","信義路1號(汐科路側人行道)","Xizhi Dist.","Xizhi Railway Station Parking Lot","No. 1, Xinyi Rd., Xizhi Dist.","45","1"
"1670","樹林藝文綜合行政大樓","60","12","樹林區","20200418151316","24.995460","121.429100","保順街139號(對面)","Shulin Dist.","Shulin Art & Administrative Center","No. 139, Baoshun St., Shulin Dist.(opposite)","46","1"
"1671","光華橋(保平路)","36","11","中和區","20200418151331","25.004520","121.507900","中山路2段3弄/保平路口","Zhonghe Dist.","Guanghua Bridge (Baoping Rd.)","Aly. 3, Sec. 2, Zhongshan Rd./Baoping Rd., Zhonghe Dist.","24","1"
"1672","台北花園廣場社區","30","3","泰山區","20200418151316","25.064140","121.426000","泰林路二段454號(旁)","Taishan Dist.","Taipei Garden Community","No. 545, Sec. 2, Tailin Rd., Taishan Dist.","26","1"
"1673","民權社區活動中心","34","10","永和區","20200418151317","24.997780","121.519680","民權路60號(活動中心後方廣場)","Yonghe Dist.","","No. 60, Minquan Rd., Yonghe Dist.","24","1"
"1674","捷運新埔站(5號出口)","56","14","板橋區","20200418151323","25.024020","121.468280","文化路二段1號(旁)","Banqiao Dist.","MRT Xinpu Station (Exit.5)","No. 1, Sec. 2, Wenhua Rd., Banqiao Dist.","42","1"
"1675","捷運橋和站","30","21","中和區","20200418151339","25.005590","121.489210","板南路468號(對面)","Zhonghe Dist.","MRT Qiaohe Station","No. 468, Bannan Rd., Zhonghe Dist.(opposite)","9","1"
"1676","國中二甲路口","30","17","鶯歌區","20200418151332","24.939500","121.338670","國中街175號(前)","Yingge Dist.","Guozhong & Erjia Intersection","No. 175, Guozhong St., Yingge Dist.","13","1"
"1677","陽光Park社區","32","11","新店區","20200418151344","24.979400","121.515550","安興路107號(社區停車場前人行道)","Xindian Dist.","The Young Area Community","No. 107, Anxing Rd., Xindian Dist.","21","1"
"1678","捷運十四張站","48","35","新店區","20200418151341","24.984500","121.527930","溪園路205號(旁捷運機廠前人行道)","Xindian Dist.","MRT Shisizhang Sta.","No. 205, Xiyuan Rd., Xindian Dist.","12","1"
"1679","芳洲八路","30","3","五股區","20200418151317","25.088800","121.446370","芳洲八路152號(對面)","Wugu Dist.","Fangzhou 8th Road","No. 152, Fangzhou 8th Rd., Wugu Dist.(opposite)","27","1"
"1680","後竹圍市民活動中心","32","0","三重區","20200418151330","25.072460","121.485760","後竹圍街175巷18號(對面)","Sanchong Dist.","Houzhuwei Civil Activity Center","No. 152, Fangzhou 8th Rd., Wugu Dist.(opposite)","32","1"
"1681","林口國民運動中心","40","9","林口區","20200418151329","25.086010","121.380930","文化二路二段369號(文化二路二段側人行道)","Linkou Dist.","Linkou Civil Sports Center","No. 369, Sec. 2, Wenhua 2nd Rd., Linkou Dist.","31","1"
"1683","深坑松柏街","34","8","深坑區","20200418151322","25.010960","121.638520","松柏街24號(對面)","Shenkeng Dist.","Shenkeng Songbo St.","No. 24, Songbo St., Shenkeng Dist.(opposite)","25","1"
"1684","金美國小","36","14","金山區","20200418151327","25.219730","121.636330","仁愛路37-5號(對面)","Jinshan Dist.","Jinmei Elementary School","No. 37-5, Ren’ai Rd., Jinshan Dist.(opposite)","22","1"
"1685","金山八德街","38","12","金山區","20200418151316","25.223650","121.634690","八德街24號(對面)","Jinshan Dist.","Jinshan Bade St.","No. 24, Bade St., Jinshan Dist.(opposite)","26","1"
"1687","寶橋路78巷口","44","26","新店區","20200418151343","24.973680","121.547600","寶橋路78巷10號(旁高速公路橋下空間)","Xindian Dist.","Ln. 78, Baoqiao Rd. Intersection","Ln. 78, Baoqiao Rd., Xindian Dist.","18","1"
"1688","鳳福公園","40","24","鶯歌區","20200418151324","24.975720","121.329380","鳳吉一街186號(對面)","Yingge Dist.","Fengfu Park","No. 186, Fengji 1st St., Yingge Dist.(opposite)","15","1"
"1689","林口新創園","32","7","林口區","20200418151328","25.075830","121.376090","仁愛路496-3號(前)","Linkou Dist.","Starup Terrace","No. 496-3, Sec. 2, Ren’ai Rd., Linkou Dist.","24","1"
"1690","漳和國中","50","13","中和區","20200418151344","25.002410","121.505000","廣福路30號(對面)","Zhonghe Dist.","Zhanghe Junior High School","No. 30, Guangfu Rd., Zhonghe Dist.(opposite)","37","1"
"1693","國立師範大學林口校區(測試站)","16","0","林口區","20200418151329","25.068040","121.397950","仁愛路1段2號(校門前自行車停車區)","Linkou Dist.","NTNU Linkou Campus (Test Station)","No. 395, Yanji St., Tucheng Dist.(opposite)","16","1"
"1694","斬龍山遺址文化公園","50","26","土城區","20200418151324","24.976570","121.447750","龍山一街/金城路二段(北側公園)","Tucheng Dist.","Zhanlongshan Archaeological Park","Longshan 1st St./Sec. 2, Jincheng Rd., Tucheng Dist.","24","1"
"1695","長安橋(吉祥街12巷)","34","18","汐止區","20200418151317","25.080330","121.668460","吉祥街12巷2號(旁)","Xizhi Dist.","Chang An Bridge (Ln. 12, Jixiang St.)","No. 2, Ln. 12, Jixiang St., Xizhi Dist.","16","1"
"1696","三重商工(後竹圍街)","36","9","三重區","20200418151343","25.070310","121.479760","中正北路165巷53號(後竹圍街路側停車格)","Sanchong Dist.","San-Chung Commercial and Industrial Vocational High School(Houzhuwei St.)","No. 53, Ln. 165, Zhongzheng N. Rd., Sanchong Dist.(opposite)","27","1"
"1698","浮洲合宜住宅(合宜合安一路口)","50","30","板橋區","20200418151322","24.998490","121.448630","合宜路/合安一路(東南側機車停車場)","Banqiao Dist.","Fuzhou Apartment(Heyi & He’an 1st Intersection)","Heyi Rd./He’an 1st Rd., Banqiao Dist.","20","1"
"1700","德光莒光路口","38","18","中和區","20200418151316","25.004590","121.471340","德光路12號(前)","Zhonghe Dist.","Deguang & Juguang Intersection","No. 12, Deguang Rd., Zhonghe Dist.","18","1"
"1701","捷運幸福站","54","1","新莊區","20200418151327","25.049580","121.460520","思源路292號(幸福東路側廣場)","Xinzhuang Dist.","MRT Xingfu Station","No. 292, Siyuan Rd., Xinzhuang Dist.","23","1"
"1702","成泰路4段22巷","32","0","五股區","20200418151323","25.108260","121.455960","成泰路4段22巷29號(對面)","Wugu Dist.","Ln. 22, Sec. 4, Chengtai Rd.","No. 29, Ln. 22, Sec. 4, Chengtai Rd., Wugu Dist.(opposite)","32","1"
"1706","中角灣","28","12","金山區","20200418151322","25.239000","121.632340","海興路174-1號(旁)","Jinshan Dist.","Jhongjiao Bay","No. 174-1, Haixing Rd., Jinshan Dist.","16","1"
"1707","俊興三龍街口","30","4","樹林區","20200418151330","25.017040","121.418210","俊興街280號(對面)","Shulin Dist.","Junxing & Sanlong Intersection","No. 292, Siyuan Rd., Xinzhuang Dist.(opposite)","24","1"
"1709","捷運景安站","82","45","中和區","20200418151317","24.993520","121.504720","景平路486號(對面)","Zhonghe Dist.","MRT Jingan Station","No. 486, Jingping Rd., Zhonghe Dist.(opposite)","36","1"
"1710","林口婦幼公園","30","20","林口區","20200418151335","25.072310","121.377520","文化一路一段146號(旁公園)","Linkou Dist.","Linkou Maternity and Child Park","No. 146, Sec. 1, Wenhua 1st Rd., Linkou Dist.","8","1"
"1713","埤墘公園","30","15","板橋區","20200418151318","25.023320","121.474220","萬板路108號(前公園路側)","Banqiao Dist.","Piqian Park","No. 108, Wanban Rd., Banqiao Dist.","15","1"
